,title,awards.wins,imdb.rating,id
7635,Edie & Pen,0,5.7,7376
7636,The English Patient,68,7.4,7377
7637,Evita,18,6.3,7378
7638,Fire on the Mountain,0,7.2,7379
7639,Hamsun,9,7.1,7380
7640,The Eighth Day,7,7.6,7381
7641,Independence Day,31,6.9,7382
7642,James and the Giant Peach,4,6.7,7383
7643,Kama Sutra: A Tale of Love,1,6.0,7384
7644,Love etc.,0,6.5,7385
7645,The Lottery,0,6.0,7386
7646,Message to Love: The Isle of Wight Festival,1,7.6,7387
7647,Mondo,1,7.2,7388
7648,Moebius,7,6.9,7389
7649,Michael,0,5.6,7390
7650,Merisairas,2,5.3,7391
7651,Nightjohn,2,6.8,7392
7652,My Entire Life,0,6.6,7393
7653,Outsider,1,8.1,7394
7654,The Perfect Circle,6,8.1,7395
7655,Sairaan kaunis maailma,4,5.9,7396
7656,Mr. Nice Guy,1,6.2,7397
7657,Comrades: Almost a Love Story,22,8.2,7398
7659,Two Much,0,5.3,7399
7660,Vesna va veloce,1,6.1,7400
7661,One Fine Day,5,6.4,7401
7662,Death in Granada,1,6.3,7402
7663,The Father,9,7.5,7403
7664,Ponette,13,7.7,7404
7665,La Promesse,16,7.9,7405
7666,The Portrait of a Lady,10,6.2,7406
7667,Pusher,1,7.4,7407
7668,Ransom,4,6.6,7408
7669,Sgt. Kabukiman N.Y.P.D.,0,5.8,7409
7670,A Very Brady Sequel,0,5.5,7410
7671,The Watermelon Woman,2,6.2,7411
7672,Mary Reilly,0,5.8,7412
7673,A Moment of Innocence,1,8.0,7413
7674,Phenomenon,7,6.4,7414
7675,Pinocchio's Revenge,0,4.0,7415
7676,Project Grizzly,1,6.4,7416
7677,This World Then the Fireworks,0,5.1,7417
7678,Tin Cup,2,6.3,7418
7679,Up Close & Personal,4,6.0,7419
7680,Muppet Treasure Island,0,6.9,7420
7681,Mystery Science Theater 3000: The Movie,0,7.5,7421
7682,Not Love Just Frenzy,0,5.6,7422
7683,Never Met Picasso,2,5.9,7423
7684,Primal Fear,14,7.7,7424
7685,Rebound: The Legend of Earl 'The Goat' Manigault,1,7.8,7425
7686,Taxandria,4,6.5,7426
7687,That Thing You Do!,4,6.8,7427
7688,Twelfth Night or What You Will,1,7.3,7428
7689,Unforgotten: Twenty-Five Years After Willowbrook,1,6.4,7429
7690,What Is It?,2,5.9,7430
7691,Mandela,3,6.8,7431
7692,Moll Flanders,0,6.4,7432
7693,My Mother's Courage,3,6.9,7433
7694,Nenette and Boni,6,7.0,7434
7695,Riders of the Purple Sage,2,6.5,7435
7696,Romeo + Juliet,16,6.8,7436
7697,To Gillian on Her 37th Birthday,1,5.7,7437
7698,The Truth About Cats & Dogs,0,6.3,7438
7699,Clubbed to Death (Lola),0,5.7,7439
7700,Salut cousin!,3,6.3,7440
7701,The Stendhal Syndrome,0,6.1,7441
7702,Some Mother's Son,4,7.3,7442
7703,Conspirators of Pleasure,0,7.6,7443
7704,The Substance of Fire,1,6.0,7444
7705,The Other Side of Sunday,10,7.1,7445
7706,A Tickle in the Heart,3,8.1,7446
7707,Tykho Moon,1,6.3,7447
7709,Ridicule,23,7.4,7448
7710,Shall We Dance?,57,7.8,7449
7711,Striptease,6,4.3,7450
7712,T2 3-D: Battle Across Time,1,7.8,7451
7713,Thesis,15,7.5,7452
7714,A Self-Made Hero,3,7.4,7453
7715,Two Deaths,0,6.7,7454
7716,Unforgettable,1,5.9,7455
7717,Thieves,3,7.0,7456
7718,Wedding Bell Blues,1,4.8,7457
7719,Mulholland Falls,1,6.2,7458
7720,Nach Fènf im Urwald,3,7.1,7459
7721,The Phantom,2,4.9,7460
7723,Retroactive,6,6.3,7461
7724,Robin of Locksley,1,6.1,7462
7725,Small Wonders,3,7.1,7463
7726,Sleepers,2,7.5,7464
7727,Stealing Beauty,1,6.6,7465
7728,Star Trek: First Contact,9,7.6,7466
7729,Trojan Eddie,1,6.3,7467
7730,Mars Attacks!,2,6.3,7468
7731,Marvin's Room,6,6.7,7469
7732,My Man,1,6.5,7470
7733,No Way Home,0,6.8,7471
7735,The Preacher's Wife,3,5.4,7472
7736,Raja Hindustani,9,6.1,7473
7737,Sling Blade,15,8.1,7474
7739,Waiting for Guffman,2,7.6,7475
7740,Michael Collins,8,7.1,7476
7741,The Mirror,3,7.6,7477
7742,Mission: Impossible,3,7.1,7478
7743,Mr. Wrong,0,3.7,7479
7744,Norma Jean & Marilyn,0,6.1,7480
7745,The Quiet Room,0,7.2,7481
7747,Shine,46,7.7,7482
7748,Swingers,3,7.4,7483
7749,Trainspotting,23,8.2,7484
7750,Premeditated Murder,2,7.9,7485
7751,Family Resemblances,8,7.6,7486
7752,The Ogre,1,7.0,7487
7754,Microcosmos,9,7.9,7488
7755,Deep Crimson,19,7.3,7489
7756,Palookaville,2,6.6,7490
7757,A Perfect Candidate,0,7.3,7491
7758,Secrets & Lies,44,8.0,7492
7759,She's the One,0,6.1,7493
7760,Trees Lounge,0,7.2,7494
7761,True Love and Chaos,0,5.9,7495
7762,Manny & Lo,1,6.8,7496
7763,Matilda,3,6.8,7497
7764,Paradise Lost: The Child Murders at Robin Hood Hills,9,8.4,7498
7765,The Paper Brigade,1,6.9,7499
7766,Portraits chinois,1,6.0,7500
7767,Pèdale douce,1,5.8,7501
7769,Squeeze,0,5.9,7502
7770,The Sunchaser,0,6.2,7503
7771,The Truce,6,6.7,7504
7772,Unhook the Stars,3,6.7,7505
7773,Where's Marlowe?,1,6.3,7506
7774,White Squall,0,6.6,7507
7775,Werner - Das muss kesseln!!!,1,5.3,7508
7776,Ratchet,0,4.5,7509
7777,Scream,8,7.2,7510
7779,A Time to Kill,8,7.4,7511
7780,Mrs. Winterbourne,0,6.1,7512
7781,Mrs. Santa Claus,0,6.7,7513
7782,The People vs. Larry Flynt,30,7.3,7514
7783,Quest,20,7.4,7515
7784,Rose Hill,0,6.4,7516
7785,Slaves to the Underground,0,5.0,7517
7786,I'm Crazy About Iris Blond,1,6.2,7518
7787,Space Jam,5,6.2,7519
7788,Die totale Therapie,0,6.4,7520
7789,A Couch in New York,1,5.9,7521
7790,The Van,0,6.8,7522
7791,Voci nel tempo,1,8.0,7523
7792,Walking and Talking,0,6.8,7524
7793,A Chef in Love,2,6.8,7525
7794,The Mirror Has Two Faces,6,6.4,7526
7795,Set It Off,5,6.8,7527
7796,The Stupids,1,4.1,7528
7797,Thinner,0,5.7,7529
7798,Goodbye South Goodbye,1,7.3,7530
7799,Night of the Twisters,1,5.8,7531
7800,Perfect Love,1,6.5,7532
7801,The Rock,9,7.4,7533
7802,Viva Erotica,3,6.7,7534
7803,The Spitfire Grill,3,6.9,7535
7804,Three Lives and Only One Death,2,7.2,7536
7805,Re dai yu,2,7.5,7537
7807,True Women,2,6.7,7538
7808,Apt Pupil,6,6.7,7539
7809,Ballermann 6,1,4.9,7540
7810,A Better Place,0,7.0,7541
7811,Event Horizon,1,6.7,7542
7812,Free Willy 3: The Rescue,1,4.5,7543
7813,G.I. Jane,1,5.8,7544
7814,An Alan Smithee Film: Burn Hollywood Burn,5,3.5,7545
7815,2103: The Deadly Wake,2,3.3,7546
7816,Air Force One,9,6.4,7547
7817,Breakdown,1,6.9,7548
7818,Live Flesh,12,7.5,7549
7820,Double Team,3,4.6,7550
7821,The End of Violence,1,5.6,7551
7822,Face/Off,12,7.3,7552
7823,Fathers' Day,0,5.1,7553
7824,Firelight,2,7.3,7554
7825,Flubber,3,5.1,7555
7826,Fools Rush In,0,6.0,7556
7827,Steam: The Turkish Bath,11,7.0,7557
7828,The Apostle,15,7.2,7558
7829,Ayn Rand: A Sense of Life,2,6.9,7559
7830,Six-String Samurai,2,6.7,7560
7831,Les Boys,1,6.9,7561
7832,Black Cat White Cat,5,8.1,7562
7833,The Manson Family,1,5.5,7563
7834,Happy Together,7,7.8,7564
7835,FairyTale: A True Story,1,6.5,7565
7836,Fast Cheap & Out of Control,10,7.3,7566
7837,Funny Games,5,7.6,7567
7838,DNA,1,3.2,7568
7839,Will It Snow for Christmas?,7,7.0,7569
7840,Amistad,13,7.2,7570
7841,4 Little Girls,8,7.8,7571
7842,Addicted to Love,0,6.1,7572
7843,Affliction,12,7.0,7573
7844,Baile Perfumado,7,7.1,7574
7845,City of Industry,0,6.2,7575
7846,Dancer Texas Pop. 81,2,6.7,7576
7847,Didier,1,6.2,7577
7848,Digging to China,2,6.9,7578
7849,Dèjè Vu,0,7.0,7579
7850,The Full Monty,35,7.2,7580
7851,The Game,0,7.8,7581
7853,Mr. Toad's Wild Ride,2,6.3,7582
7854,One Eight Seven,1,6.7,7583
7855,3 Ninjas: High Noon at Mega Mountain,0,2.7,7584
7856,All Stars,1,7.2,7585
7857,Austin Powers: International Man of Mystery,3,7.0,7586
7858,Batman & Robin,5,3.6,7587
7859,Bean,2,6.3,7588
7860,Bent,4,7.3,7589
7861,Chairman of the Board,0,2.3,7590
7862,Cousin Bette,0,6.2,7591
7863,The Dinner Game,5,7.7,7592
7864,Eden,0,6.0,7593
7865,Eight Days a Week,3,6.3,7594
7866,Onegin,3,6.9,7595
7867,Fire Down Below,0,4.9,7596
7868,Genealogies of a Crime,1,6.7,7597
7869,Gummo,4,6.6,7598
7870,Fireworks,23,7.9,7599
7871,Animals with the Tollkeeper,1,6.8,7600
7873,Buud Yam,1,7.1,7601
7874,Broadway Damage,2,6.8,7602
7875,The House,0,7.1,7603
7876,Contact,15,7.4,7604
7877,Critical Care,0,6.0,7605
7878,East Palace West Palace,3,6.5,7606
7879,The Education of Little Tree,4,7.2,7607
7880,Going to Kansas City,0,5.7,7608
7881,Alien: Resurrection,5,6.3,7609
7882,Barbara,8,6.0,7610
7883,Beauty and the Beast: The Enchanted Christmas,2,6.1,7611
7884,In the Mood for Love,49,8.1,7612
7885,Hush,0,5.2,7613
7886,Boogie Nights,39,7.9,7614
7887,The Butcher Boy,11,7.2,7615
7888,Cats Don't Dance,3,6.9,7616
7889,Children of Heaven,14,8.5,7617
7890,Clockwatchers,2,6.4,7618
7891,Frank Capra's American Dream,2,7.0,7619
7892,The Fearless Four,1,5.6,7620
7893,Hard Eight,1,7.3,7621
7894,Goodbye Lover,0,5.7,7622
7895,èxtasis,1,6.9,7623
7896,Rough Riders,5,7.5,7624
7897,Air Bud,3,5.1,7625
7898,Aprile,1,6.9,7626
7900,Blackrock,1,6.4,7627
7901,Chasing Amy,9,7.4,7628
7902,Cop Land,1,6.9,7629
7903,The Dancer Upstairs,1,7.0,7630
7904,Eve's Bayou,11,7.3,7631
7905,Gattaca,7,7.8,7632
7906,George of the Jungle,1,5.4,7633
7907,Wish Upon a Star,1,6.9,7634
7909,Afterglow,9,6.2,7635
7910,Amy,10,7.0,7636
7911,Bandits,4,6.4,7637
7912,The Blackout,3,5.3,7638
7913,Brother,7,8.0,7639
7914,A Brooklyn State of Mind,3,5.6,7640
7915,Buffalo '66,7,7.5,7641
7916,Bulworth,2,6.8,7642
7917,Career Girls,4,7.2,7643
7918,The Ditchdigger's Daughters,1,7.5,7644
7919,Donnie Brasco,6,7.8,7645
7920,Face,4,6.8,7646
7921,Gupt: The Hidden Truth,3,7.3,7647
7922,When We Were Kings,9,8.0,7648
7924,Absolute Power,0,6.7,7649
7925,Alien Nation: The Udara Legacy,0,6.5,7650
7926,Glitter,1,2.1,7651
7927,The Beautician and the Beast,0,5.2,7652
7928,On Guard,3,7.0,7653
7929,The Boys Club,0,6.4,7654
7930,Southie,1,5.3,7655
7931,The Brave,0,6.5,7656
7932,Conspiracy Theory,4,6.7,7657
7933,Csinibaba,1,7.5,7658
7934,Dead Silence,1,6.4,7659
7935,The Fifth Element,10,7.6,7660
7936,All Over Me,2,6.6,7661
7937,The Avengers,1,3.7,7662
7938,B*A*P*S,0,3.9,7663
7939,Border,7,7.8,7664
7940,Junk Mail,10,6.8,7665
7941,Conceiving Ada,0,4.7,7666
7942,Chinese Box,1,6.3,7667
7943,Into Thin Air: Death on Everest,1,5.8,7668
7944,Follow the Bitch,4,7.4,7669
7945,Glasblèsarns barn,4,6.2,7670
7947,Home Alone 3,0,4.2,7671
7948,Hoodlum,0,6.2,7672
7949,The Whole Wide World,7,7.3,7673
7950,An American Werewolf in Paris,3,5.1,7674
7951,American Perfekt,2,6.1,7675
7952,The Arrow,9,7.6,7676
7953,The Big Lebowski,4,8.2,7677
7954,Clay Pigeons,0,6.6,7678
7955,Con Air,9,6.8,7679
7956,Dangerous Beauty,0,7.3,7680
7958,David,0,7.0,7681
7959,Dil To Pagal Hai,8,7.1,7682
7960,Going All the Way,1,5.7,7683
7961,Mrs Brown,18,7.3,7684
7962,Hope Floats,3,5.8,7685
7965,Beverly Hills Ninja,0,5.4,7686
7966,Those Who Love Me Can Take the Train,6,6.6,7687
7967,Cold Around the Heart,1,4.5,7688
7968,Dark City,9,7.7,7689
7969,Fallen,0,7.0,7690
7970,Good Will Hunting,24,8.3,7691
7971,Gridlock'd,2,7.0,7692
7972,The Headhunter's Sister,4,5.4,7693
7974,Anaconda,3,4.6,7694
7976,Life Is Beautiful,66,8.6,7695
7977,The Castle,2,7.8,7696
7978,Deep Rising,0,6.0,7697
7979,Snow White: A Tale of Terror,0,6.3,7698
7980,Chicago Cab,0,6.6,7699
7981,The Wild Bunch: An Album in Montage,2,7.1,7700
7982,The Odyssey,5,7.0,7701
7983,Assassin(s),1,6.5,7702
7984,Blues Brothers 2000,0,4.8,7703
7985,The Boxer,6,7.1,7704
7986,Deconstructing Harry,3,7.4,7705
7987,The Devil's Advocate,1,7.5,7706
7990,8 Heads in a Duffel Bag,1,5.2,7707
7991,The Prophecy II,0,5.8,7708
7992,Dante's Peak,4,5.8,7709
7993,Desperate Measures,1,6.0,7710
7994,East Side Story,1,7.2,7711
7995,Excess Baggage,0,5.2,7712
7996,Elisa antes del fin del mundo,5,7.2,7713
7998,God Said 'Ha!',2,7.2,7714
7999,Grosse Pointe Blank,2,7.4,7715
8000,I Married a Strange Person!,3,6.9,7716
8001,Destiny,2,7.3,7717
8002,I Want You,2,6.3,7718
8003,The Ice House,1,7.4,7719
8004,Life is All You Get,7,7.4,7720
8005,Princess Mononoke,13,8.4,7721
8006,Mr. Magoo,0,3.8,7722
8008,Secrets of the Heart,19,7.3,7723
8009,Sick: The Life & Death of Bob Flanagan Supermasochist,6,7.6,7724
8010,Spawn,1,5.2,7725
8012,The Horse Whisperer,5,6.5,7726
8013,The House of Yes,1,6.7,7727
8014,Little Boy Blue,1,6.5,7728
8015,McHale's Navy,0,4.3,7729
8016,Men with Guns,5,7.6,7730
8017,Suzaku,3,8.2,7731
8018,Mother and Son,4,7.6,7732
8019,Monument Ave.,0,6.7,7733
8020,Photographing Fairies,5,7.0,7734
8021,Phantoms,0,5.4,7735
8022,A Friend of the Deceased,0,7.0,7736
8023,Primary Colors,15,6.7,7737
8024,Rossini,14,6.4,7738
8025,The Barber of Siberia,1,7.9,7739
8026,Soul Food,6,6.9,7740
8027,As Bodas de Deus,1,7.1,7741
8028,Your Friends & Neighbors,2,6.4,7742
8029,Mandragora,2,6.7,7743
8030,Metro,0,5.5,7744
8031,Four Days in September,3,7.4,7745
8032,Paradise Road,1,6.8,7746
8034,The Hunchback,0,6.2,7747
8035,Hurricane Streets,3,6.5,7748
8036,I Know What You Did Last Summer,3,5.6,7749
8038,Deceiver,3,6.7,7750
8039,Love Is the Devil: Study for a Portrait of Francis Bacon,7,6.6,7751
8040,Mimic,3,5.9,7752
8041,Nirvana,3,6.0,7753
8043,Smilla's Feeling for Snow,0,6.4,7754
8044,Kleines Arschloch,1,5.7,7755
8045,Hurlyburly,1,5.8,7756
8046,L.A. Confidential,97,8.3,7757
8047,Love! Valour! Compassion!,0,7.0,7758
8049,Dance with the Devil,6,6.3,7759
8050,Pooh's Grand Adventure: The Search for Christopher Robin,0,6.9,7760
8051,Starship Troopers,4,7.2,7761
8052,A Little Bit of Soul,0,5.8,7762
8053,Love Jones,2,7.4,7763
8054,Mumia Abu-Jamal: A Case for Reasonable Doubt?,3,6.6,7764
8055,The Night Flier,0,5.9,7765
8056,As Good as It Gets,43,7.8,7766
8057,Don King: Only in America,10,7.1,7767
8058,The Players Club,1,5.5,7768
8059,12 Storeys,1,6.7,7769
8060,In the Company of Men,13,7.3,7770
8061,In & Out,9,6.3,7771
8062,The Long Way Home,4,7.5,7772
8063,Little Girls in Pretty Boxes,1,5.9,7773
8064,Marcello Mastroianni: I Remember,1,7.8,7774
8065,Post Coitum,1,6.0,7775
8066,Sliding Doors,7,6.8,7776
8067,Space Truckers,0,5.1,7777
8068,Meet Joe Black,2,7.1,7778
8069,Midnight in the Garden of Good and Evil,1,6.6,7779
8070,The Myth of Fingerprints,1,6.1,7780
8071,Same Old Song,10,7.3,7781
8072,Pardes,3,7.0,7782
8073,Place Vendème,1,6.5,7783
8074,Quicksilver Highway,0,4.8,7784
8075,Robinson in Space,1,7.3,7785
8076,Shooting Fish,3,6.6,7786
8077,The Lion King 2: Simba's Pride,3,6.4,7787
8078,Sphere,0,6.0,7788
8079,Jungle 2 Jungle,0,5.0,7789
8080,In His Father's Shoes,3,6.6,7790
8081,The Lost World: Jurassic Park,5,6.5,7791
8082,Ma Vie en Rose,14,7.6,7792
8083,Left Luggage,5,7.4,7793
8084,Martin (Hache),19,7.6,7794
8085,Mousehunt,2,6.4,7795
8086,Next Stop Wonderland,3,6.7,7796
8087,Nothing to Lose,1,6.7,7797
8088,Private Parts,2,6.8,7798
8089,The Swindle,3,6.7,7799
8090,Savior,2,7.3,7800
8091,The Spanish Prisoner,0,7.3,7801
8092,The Jackal,1,6.3,7802
8093,Jackie Brown,10,7.5,7803
8094,Lawn Dogs,7,7.7,7804
8095,Love and Death on Long Island,5,7.1,7805
8096,Lucie Aubrac,0,6.7,7806
8097,The Mighty,5,7.3,7807
8098,Night Falls on Manhattan,0,6.6,7808
8099,Nil by Mouth,9,7.4,7809
8100,Without Limits,3,7.2,7810
8101,Red Corner,4,6.2,7811
8102,Behind the Lines,0,7.1,7812
8103,She's So Lovely,3,5.9,7813
8104,Soldier,0,5.9,7814
8105,The Ice Storm,6,7.5,7815
8106,A Life Less Ordinary,1,6.4,7816
8108,Men in Black,19,7.2,7817
8109,With Friends Like These...,3,5.9,7818
8110,My Son the Fanatic,1,7.0,7819
8111,Office Killer,0,4.8,7820
8112,Perdona bonita pero Lucas me querèa a mè,0,5.8,7821
8113,Postman Blues,2,7.6,7822
8114,Rosewood,3,7.1,7823
8115,The Saint,1,6.2,7824
8116,Ill Gotten Gains,0,4.8,7825
8117,Kiss or Kill,12,6.4,7826
8118,Leave It to Beaver,0,5.1,7827
8119,Liar Liar,5,6.8,7828
8120,The Locusts,1,6.2,7829
8121,Most Wanted,0,5.5,7830
8122,Oscar and Lucinda,11,6.7,7831
8123,A Simple Wish,1,5.3,7832
8124,Kiss the Girls,0,6.6,7833
8125,Julian Po,0,6.1,7834
8126,Just Write,4,6.4,7835
8127,Marius and Jeannette,6,7.1,7836
8128,Money Talks,0,6.1,7837
8129,Niagara Niagara,1,7.1,7838
8130,Nowhere,0,6.3,7839
8131,Other Voices Other Rooms,0,6.2,7840
8132,The Peacemaker,0,5.9,7841
8133,The Relic,0,5.7,7842
8134,Romy and Michele's High School Reunion,0,6.1,7843
8135,Scream 2,5,6.1,7844
8136,Wicked,1,5.2,7845
8137,Tinseltown,0,4.6,7846
8138,Shiloh,4,6.4,7847
8139,Seven Years in Tibet,4,7.0,7848
8140,Character,16,7.8,7849
8141,My Best Friend's Wedding,14,6.3,7850
8142,No Child of Mine,5,7.5,7851
8143,Onibi,7,7.1,7852
8144,Ossos,2,6.9,7853
8145,Paws,1,4.8,7854
8146,Die Salzmènner von Tibet,2,7.4,7855
8147,Three Kings,10,7.2,7856
8148,Last Stand at Saber River,2,7.0,7857
8149,Kundun,10,7.0,7858
8152,Mrs Dalloway,2,7.0,7859
8153,Dry Cleaning,3,6.9,7860
8155,One Night Stand,2,5.9,7861
8156,The Con,4,6.5,7862
8157,The Postman,6,5.9,7863
8158,The Second Civil War,2,6.9,7864
8159,Selena,9,6.6,7865
8160,Moonlight Serenade,4,6.8,7866
8161,A Smile Like Yours,0,4.7,7867
8162,Knockin' on Heaven's Door,8,8.0,7868
8163,Orphans,10,7.1,7869
8164,Still Breathing,1,7.0,7870
8165,Touch,0,5.7,7871
8166,Spice World,1,3.3,7872
8167,Slappy and the Stinkers,1,5.0,7873
8168,Songs from the Second Floor,9,7.7,7874
8169,The Sweet Hereafter,52,7.7,7875
8170,Speed 2: Cruise Control,1,3.7,7876
8171,That Darn Cat,0,4.5,7877
8172,Sunday,7,7.1,7878
8173,Train of Shadows,5,7.5,7879
8174,Twin Town,1,6.7,7880
8175,The Winter Guest,5,7.1,7881
8176,54,0,5.8,7882
8177,Secret Defense,0,7.2,7883
8178,From Hell,0,6.8,7884
8179,Szczesliwego Nowego Jorku,1,6.1,7885
8180,SubUrbia,0,6.8,7886
8181,State and Main,7,6.8,7887
8182,SUBWAYStories: Tales from the Underground,2,6.7,7888
8183,Star Maps,1,6.0,7889
8184,Talk of Angels,1,6.1,7890
8186,Telling Lies in America,1,6.3,7891
8187,Tentaèèo,3,6.1,7892
8189,The Truman Show,44,8.1,7893
8190,Turbulence,0,4.7,7894
8191,Wide Awake,0,6.2,7895
8192,Year of the Horse,0,6.6,7896
8193,Babe: Pig in the City,2,5.8,7897
8194,How Stella Got Her Groove Back,4,5.5,7898
8195,Stepmom,9,6.6,7899
8196,Jakob the Liar,0,6.5,7900
8197,A Simple Plan,20,7.5,7901
8198,Taste of Cherry,4,7.7,7902
8199,Thank God He Met Lizzie,3,6.0,7903
8200,The Autumn Heart,1,6.5,7904
8201,Everest,1,7.2,7905
8202,Heaven,1,6.7,7906
8203,From Dusk Till Dawn 3: The Hangman's Daughter,0,4.8,7907
8204,Living Out Loud,0,6.6,7908
8205,The Mod Squad,0,4.1,7909
8206,Trekkies,2,7.0,7910
8207,The Twilight of the Golds,1,6.8,7911
8208,Welcome to Sarajevo,1,6.9,7912
8209,American History X,5,8.6,7913
8210,Antz,7,6.6,7914
8211,All the Little Animals,0,7.1,7915
8212,The Tattooed Widow,1,6.9,7916
8213,Smoke Signals,10,7.2,7917
8214,Traveller,0,6.2,7918
8215,The Ugly,7,6.3,7919
8216,Volcano,1,5.4,7920
8217,The Wings of the Dove,25,7.2,7921
8218,The Deep End of the Ocean,3,6.3,7922
8219,Chicken Run,24,7.0,7923
8220,Eyes Wide Shut,6,7.3,7924
8223,Jane Austen's Mafia!,0,5.5,7925
8224,Tangos Are for Two,3,7.1,7926
8225,24 7: Twenty Four Seven,12,7.1,7927
8226,Vegas Vacation,0,5.9,7928
8227,Deep Impact,5,6.1,7929
8228,The Trio,0,6.4,7930
8229,Western,5,6.9,7931
8230,Ever After: A Cinderella Story,6,7.0,7932
8231,Being John Malkovich,59,7.8,7933
8232,Fantastic Four,1,5.7,7934
8233,Illuminata,0,6.2,7935
8234,The Mask of Zorro,10,6.7,7936
8235,Steel,0,2.7,7937
8236,Comanche Territory,1,6.4,7938
8237,The Dreamlife of Angels,19,7.5,7939
8238,Waco: The Rules of Engagement,7,8.0,7940
8239,La vèritè si je mens!,1,6.3,7941
8240,Washington Square,0,6.7,7942
8241,Once Upon a Time in China and America,0,6.5,7943
8242,Celebrity,0,6.3,7944
8243,Winter Sleepers,8,7.3,7945
8244,Dance with Me,0,5.8,7946
8245,From the Earth to the Moon,22,8.9,7947
8246,Bella Mafia,0,7.1,7948
8247,April Captains,5,7.1,7949
8248,Fear and Loathing in Las Vegas,1,7.7,7950
8249,The Legend of 1900,18,8.1,7951
8250,The Last Days of Disco,1,6.6,7952
8252,Tic Tac,6,6.9,7953
8253,Too Much Sleep,0,6.5,7954
8254,U Turn,1,6.8,7955
8255,The Waterboy,5,6.1,7956
8256,Too Many Ways to Be No. 1,2,7.7,7957
8257,Yume no ginga,2,7.5,7958
8258,The 13th Warrior,2,6.6,7959
8259,The Governess,3,6.2,7960
8260,The Hi-Lo Country,4,6.1,7961
8261,Holy Man,0,4.8,7962
8262,The Negotiator,2,7.3,7963
8263,Tomorrow Never Dies,7,6.5,7964
8264,Ulee's Gold,11,7.1,7965
8265,Urban Ghost Story,2,5.5,7966
8266,Breakfast of Champions,0,4.6,7967
8267,Frida,19,7.4,7968
8268,Storefront Hitchcock,0,7.2,7969
8269,The Tango Lesson,4,6.8,7970
8270,The Swan Princess: Escape from Castle Mountain,0,5.7,7971
8271,The Life of Jesus,15,7.0,7972
8272,What the Deaf Man Heard,2,7.2,7973
8273,Giving It Up,1,4.2,7974
8274,Dogma,0,7.4,7975
8276,Turbo: A Power Rangers Movie,0,3.3,7976
8277,The Eel,14,7.4,7977
8278,City of Angels,11,6.7,7978
8279,In Dreams,1,5.4,7979
8280,Mercury Rising,2,6.1,7980
8281,Underworld,0,4.8,7981
8282,Warriors of Virtue,0,4.5,7982
8283,The Wrong Guy,1,7.2,7983
8284,Voyage to the Beginning of the World,5,7.0,7984
8285,Zone 39,0,4.6,7985
8286,Armageddon,17,6.6,7986
8287,Eye of the Eagle,7,6.3,7987
8288,Beloved,4,5.8,7988
8289,Blade,4,7.1,7989
8290,Beowulf,0,4.0,7990
8291,Dancing at Lughnasa,2,6.3,7991
8292,Halloween H20: 20 Years Later,0,5.6,7992
8293,A Bug's Life,15,7.2,7993
8294,The Green Mile,19,8.5,7994
8295,The Interview,9,7.4,7995
8296,Eye of the Beholder,1,4.9,7996
8297,Lost in Space,1,5.1,7997
8299,The Object of My Affection,1,6.0,7998
8300,The Man in the Iron Mask,3,6.4,7999
8301,A Thousand Acres,2,6.0,8000
8302,Wild America,1,6.2,8001
8303,Wilde,5,6.9,8002
8304,Wonderland,2,7.1,8003
8305,Wishmaster,0,5.7,8004
8307,Lock Stock and Two Smoking Barrels,14,8.2,8005
8308,Toy Story 2,22,7.9,8006
8309,The Unknown Cyclist,1,5.7,8007
8310,Virasat,8,7.5,8008
8311,Barney's Great Adventure,0,2.8,8009
8312,A Walk on the Moon,1,6.6,8010
8313,A Civil Action,7,6.5,8011
8314,Enemy of the State,5,7.3,8012
8315,Gods and Monsters,42,7.5,8013
8316,Payback,2,7.1,8014
8317,Out of Sight,16,7.1,8015
8318,The Million Dollar Hotel,1,5.9,8016
8319,The Lord of the Rings: The Fellowship of the Ring,114,8.8,8017
8320,The Prince of Egypt,9,7.0,8018
8321,The Red Violin,20,7.8,8019
8322,The Opposite of Sex,16,6.5,8020
8323,One Man's Hero,0,6.1,8021
8324,Star Trek: Insurrection,3,6.4,8022
8325,Permanent Midnight,0,6.3,8023
8326,Mulan,18,7.5,8024
8327,Tea with Mussolini,4,6.9,8025
8328,Jerry and Tom,0,6.6,8026
8329,Waiting for the Tenor,1,5.5,8027
8330,U.S. Marshals,0,6.5,8028
8332,Why Charlie Brown Why?,0,7.8,8029
8333,The Cider House Rules,9,7.4,8030
8335,Wild Things,2,6.5,8031
8336,The Wedding Singer,5,6.8,8032
8337,Star Wars: Episode I - The Phantom Menace,20,6.5,8033
8338,Corpse Bride,12,7.4,8034
8339,Star Wars: Episode III - Revenge of the Sith,19,7.7,8035
8340,The Girl from Parma,1,7.2,8036
8341,Vostochnaya elegiya,1,7.3,8037
8342,Henry Fool,1,7.3,8038
8343,RKO 281,14,7.1,8039
8344,Practical Magic,1,6.1,8040
8345,Snake Eyes,1,5.9,8041
8347,Hardboiled Egg,7,7.3,8042
8348,Angyali èdvèzlet,0,7.2,8043
8349,Return to Paradise,0,6.9,8044
8350,Wild Wild West,10,4.8,8045
8351,What Dreams May Come,7,7.0,8046
8352,Coup pour coup,1,6.9,8047
8353,An Ideal Husband,7,6.9,8048
8354,The Other Sister,0,6.4,8049
8355,The Private Life of Plants,3,9.0,8050
